ppm,Lip 1,Lip 2,Lip 3,Lip 4,Lip 5,Lip 6,Lip 7,Lip 8,Lip 9,Lip10,Lip11,Lip12,Lip13,Lip14,Lip15,Lip16,Lip17,Lip18,Lip19,Lip20,Lip21,Lip22,Lip23,Lip24,Lip25,Lip26,Lip27,Lip28,Lip29,Lip30,Lip31,Lip32,Lip33,Lip34,Lip35,Lip36,Lip37,Lip38,Lip39,Lip40
-0.198135458,13093459.03,16210052.68,14602154.29,8416154.335,20286991.49,13850829.43,-21365394.25,10218011.54,19617471.9,15573858.07,8829850.49,10704324.13,12219130.14,10599449,6065380.668,16415172.4,17945959.48,17408528.07,-7852056.334,-2821599.139,25174770.85,22364908.73,17912039.44,21469063.02,2310928.787,18828658.22,9272268.841,14804759.01,15314317.26,20154820.87,12987382.54,11108556.75,12104227.53,19871612.46,10322332.97,9366087.511,20242359.85,8187221.112,9704353.455,8503427.508
-0.195579469,13339999.89,15972959.13,14654638.11,8494701.74,20188828.95,14400522.45,-21346369.04,10061573.67,19461159.89,15521622.22,9332945.9,10896177.04,12056779.17,10447373.76,6157544.679,16646864.9,17877452.39,17748123.03,-7612991.368,-2862146.289,25354168.43,22711272.81,18076330.86,21346126.71,2546030.03,18766757.72,9252642.538,14939173.03,15948703.54,19894241.2,12998707.37,11049802.86,11966965.41,19910749.19,10531262.02,9349286.731,19795784.47,8410181.037,10044844.88,8710690.614
-0.19302348,13471301.06,16132773.93,14406215.89,8706710.302,19980538.35,14293188.39,-21327343.8,10337331.07,19297048.43,16012781.85,9267467.468,11061578.85,12126744.43,11422078.89,6141992.359,16902217.29,18271324.91,17681622.94,-7896696.825,-2859368.037,25307288.2,22678973.5,18350233.1,21540537.59,2563077.244,19125562.69,9317491.144,14948760.09,15781455.94,20032587.35,13134091.82,10923773.3,12303092.88,20271013.8,10210519.35,9913270.867,20927307.96,8449603.487,10461406.64,8800149.67
-0.190467491,13293083.95,16275372.15,15160716.78,8705677.999,20562159.74,13788992.4,-21308318.62,10563184.33,19917652,16110463.74,9138458.19,10998201.55,12494497.9,11243915.32,6301045.733,16963099.92,18206281.65,18081049.53,-7409265.123,-2345091.885,25603922.36,23222783.78,18538233.95,21932911.33,2459839.768,19579375.05,9870388.918,15301787.65,15886887.13,20247973.86,13296017.33,11412409.5,12476316.75,20147134.26,10718093.6,9963449.603,20710892.83,8707562.654,10160811.24,9317034.422
-0.187911502,13643284.89,16462901.97,15491514.43,8688534.251,21158232.06,14585169.9,-21289293.41,10894532.43,19941863.3,16158850.35,9361769.617,11430060.59,12593731.85,11271287.48,6442442.864,16622736.65,18447571.46,17991396.43,-6872270.375,-2470690.637,25824796.99,23229900.62,18720483.26,21818548.54,2980133.566,19794065.74,9697883.018,15165797.84,15976552.4,20276263.06,13369907.17,11383699.23,12531320.93,20117146.17,10632456.24,10032837.48,21262350.95,8668206.902,10405516.46,9058293.811
-0.185355513,14024768.51,16298973.09,15388627.79,8981412.055,21132385.32,15026666.55,-21190993.46,11363320.31,20327669.77,16514479.4,9383833.135,11394414.24,12777810.15,11718279.16,6834698.902,17391758.72,18716771.26,18880956.94,-6943649.224,-2430169.282,26124635.8,23510808.77,18835982.29,22280875.26,3181332.573,19220143.54,9974557.999,15443485.13,15907085.31,20702271.68,13597192.17,11520327.99,12801428.86,20728717.69,10908054.87,10255316.38,21019007.22,8896060.205,10815782.78,9064464.822
-0.182799524,14130165.78,16846859.14,15591785.1,8951569.707,21210668.33,14918687.1,-20768189.54,11148367.32,20253472.7,16636666.01,9814113.315,11424279.62,13060632.15,11873896.85,7017858.527,17623250.3,18870225.7,18273616.7,-6669046.601,-2073488.034,25983017.38,23878113.43,18903417.71,22262575.69,3097152.36,20205616.1,9765477.643,15827586.67,16391471.31,20950181.32,13945586.83,11746731.59,12984629.78,20825704.27,11341775.86,10677777.68,21783636.37,8960960.392,11019379.99,9780414.516
-0.180243535,14169194.58,16892553.06,15572816.83,9537348.129,21681208.77,15329221.83,-20666609.5,11668255.9,20994002.38,16914209.98,10191934.8,11965411.32,13008833.56,12008103.81,6564605.848,17964933.5,19365580.71,18929175.98,-6684718.205,-1924289.83,26466776.72,24226224.23,19412117.44,22608022.82,3640766.843,20662108.77,10703640.64,16065302.11,16364351.42,21039696.57,13975277.44,12100905.55,13535711.43,21487639.55,11391260.83,10567396.68,21956786.18,9538557.429,11177029.25,9826656.094
-0.177687546,14048804.58,17596491.57,15897496.76,9388736.454,22043022.2,15550859.18,-20567752.08,11872294.41,20935389.32,17418590.1,9806836.089,12242567.46,13599938.25,12360156.76,6850492.995,18015216.97,19560736.77,19506843.39,-5908914.041,-1818285.781,26784341.74,24256354.6,19417454.56,22634434.05,4120494.981,20891369.46,10674966.97,16072889.16,16305081.4,21713218.59,14178965.25,12265238.62,13763365.39,21785335.71,11774068.6,11188681.09,22012937.52,9647472.531,11161980.98,9979730.746
-0.175131557,14348374.65,17766889.51,16036386.99,10112955.19,22578035.7,15761931.31,-20413710.88,12118908.86,21337039.64,17863102.32,10446703.29,12670391.91,13939234.41,12883580.09,7008496.976,18406579.86,20267438.74,19761172.91,-5613568.272,-1145316.476,27104684.08,25111926.71,19384605.95,22973574.79,4085124.955,21571955.11,11168183.94,16534107.68,17034878.49,21717347.35,14950980.39,12663659.68,14278858.34,22462875.93,11572828.89,11341718.92,22619592.53,9760708.115,11906026.39,10369050.2
-0.172575568,14514512.96,17785476.22,16488591.53,10320394.18,23218738.07,16070165.44,-20303012.99,12486806.47,22170192.13,18071887.93,11128872.6,13095108.76,14338125.05,12835607.19,7432871.385,18997614.71,20503638.81,20311582.95,-4802765.288,-904767.3742,27332003.13,25163104.8,20191840.29,23240036.76,4727004.733,21843991.47,11197566.46,16550542.49,16955470.18,22129794.67,14952624.4,13423672.79,15178547.31,22418107.13,11740525.02,11486852.7,23320345.95,10593282.1,12479939.03,10946172.43
-0.170019579,14671639.33,18382535.53,16993619.54,10674532.61,23437583.97,16198188.37,-19759835.07,13069203.34,22567125.72,18210414.85,10867926.05,13452250.63,14794988.19,13323512.62,7913412.345,19275792.09,21096525.13,20206539.28,-4713544.04,-647134.1134,28224550.91,25841628.49,20670828.45,23350387.24,5235530.799,22592402.93,10961049.59,16625302.48,17640311.73,22695647.91,15013487.36,13235958.56,15402059.25,22743166.06,12080919.83,11965263.85,23727155.6,11188754.16,12499158.7,11020814.38
-0.16746359,15147177.16,19184158.5,17305513.3,11098567.15,24268491.51,16622076.03,-19954753.68,13267969.66,22605922.41,18828088.78,11164640.48,13386576.4,15242731,13581375.09,8312047.637,20338885.26,21672730.67,21183031.86,-4257133.69,-391436.7644,27910536.6,25842059.29,21310880.87,23565441.93,5529254.953,22761494.04,11373894.77,17226715.86,17687320.06,23432602.54,15464527.64,13642120.37,15780682.45,23404095.87,12456601.56,11912849.15,24341604.27,10852185.89,12983159.06,11733359.44
-0.164907601,15491306.1,19036592.97,17395985.35,11747650.77,24263609.02,17153684.06,-19587952.47,13728450.75,22940520.78,19111428.68,11492965.59,14124419.02,15999670.2,13888685.31,8527614.818,20460748.52,21737663.78,21132140.16,-4332998.271,124531.7477,28544379.61,26565330.61,21232579.89,23716981.07,5907035.318,22781865.85,11785515.03,17631736.28,18218495.05,23476503.42,15706435.17,14067639.81,16124021.95,23851304.49,12452695.22,12446960.18,24943227.4,11283925.15,12931992.23,11920703.43
-0.162351612,15509389.57,19032245.23,17559878.37,11589538.65,24597123.91,17197371.21,-19650784.94,13978413.77,22725139.74,19096445.67,12120747.35,14132978.99,15871922.81,14221030.8,8457713.482,20151980.8,21717967.25,20724239.55,-4154257.57,-38408.02467,28425449.07,26548912.9,21627047.65,23671520.09,6037869,23086928.81,12290446.06,17349769.75,18095803.02,23528467.18,15581031.36,13912383.62,16370592.64,23786596.14,12803293.68,12967795.76,24723671.04,11638527.09,13318333.7,11616829.6
-0.159795623,15526131.5,19029358.13,17290715.83,11519625.94,24509620.57,16983217.47,-19509537.26,13943472.23,22825085.97,19322758.5,12100690.02,13791254.27,15577304.56,14074257.16,8198043.479,20323385.08,21987098.9,21420746.59,-4254064.234,291187.1669,28740008.93,26570466.34,21809824.09,23640558.85,6385025.622,23154626.62,11722650.48,18196534.14,18147226.69,23685882.51,15728965.83,14130854.38,15446493.83,23779414.07,12790109.37,12681541.54,24791276.98,10863409.84,13096818.58,11955754.08
-0.157239634,15348379.07,19301665.73,17585452.31,11608758.43,24397855.44,16722292.27,-19793081.85,13955334.44,22952557.52,19485025.89,12073635.48,13764894.66,15597900.34,13865667.96,8772611.327,20310956.07,21381410.13,20977533.11,-4339758.52,192193.0971,28570866.54,26173302.3,21453323.81,23766987.82,5771818.736,22921543.66,12053240.36,17914838.78,18455543.32,23633736.87,16029458.27,14101822.66,15440117.89,23780864.7,12412763.92,12712729.3,24544155.1,10988856.47,13364263.69,12045977.1
-0.154683645,15465674.64,19240030.62,17381424.29,11198503,23755046.63,17049425.99,-19911129.45,14116215.4,22566602.02,19048506.13,11519456.54,13453133.75,15025242.63,13605664.26,8329552.27,20037718.52,21137817.23,20627119.93,-4970786.046,-271100.3135,28126754.35,26002561.08,21425719.01,23758032.41,5615386.395,22532852.69,11780200.86,17870531.4,18175702.17,23353134.13,15716525.34,13942625.14,15102894.68,23781047.44,12508028.25,12418049.92,23780986.73,10733981.55,13163043.02,11783357.7
-0.152127656,15420448.01,18774853.72,16740042.42,11040687.42,23528753.48,16925273.74,-20115612.07,13131055.81,22171843.51,19055922.42,11608192.09,13160338.95,14953802.14,13487580.76,7977452.025,19012157.08,20930917.96,20693184.5,-5452820.876,-591761.7839,28014635.41,25704896.15,21135264.66,24268679.66,5283112.855,21598125.35,11334378.14,17392476.09,18154996.24,22922178.21,15120408.95,13923606.8,14615308.94,23459014,12535168.79,12281258.15,23723787.77,10676699.22,12734438.45,11376596.94
-0.149571667,15041346.33,18228858.39,17070381.92,10571482.42,22922287.85,16474579.62,-20586826.46,12539702.58,22096281.99,18657697.95,10975819.98,12591415.04,14454282.85,12465825.55,8108226.227,19136454.61,20428931.9,20272240.44,-6140639.443,-444723.7747,27715023.32,25329287.01,21027897.54,23717114.84,4648156.815,21479784.58,10997042.29,17113990.21,17673077.41,22692307.41,15031771.26,13604518.29,14168402,22396711.54,11970090.74,11997728.97,23222484.77,9946705.505,12252643.05,10847042.11
-0.147015678,15237301.6,18134535.36,16726083.93,10559603.54,22217577.48,16127709.78,-20684817.72,12497340.07,21471219.29,18056683.58,11028335.88,12400353.14,13926528.39,12571029.89,7756481.744,18857963.81,20111627.83,19768651.65,-6007241.901,-1181831.226,27754546.18,25052382.94,20727025.79,23658363.39,4706482.21,20921791.46,11266777.26,16858403.77,17706382.17,22440507.14,14334429.39,13423617.31,13686563.92,22093793.63,12256537.58,11456517.04,22625219.85,9897823.829,12283831.97,10645686.93
-0.144459689,14832479.36,17858435.92,16657015.73,10188559.63,22118165.97,16175941.63,-21183013.8,11812555.68,21605100.98,17623406.94,10503939.67,12320118.76,13669688.06,12289080.25,7629556.811,18513183.65,19803398.34,20107109.85,-6513752.02,-1005265.89,27461914.38,24949945.96,20296535.71,23708643.71,3907335.968,20562348.86,10761560.83,16525892.82,17356532.72,21785712.55,14439727.88,12782756.14,13622727.8,21640609.66,11779826.02,11025954.16,22132807.26,9776233.831,12045040.62,10324682.46
-0.1419037,14793539.63,17726732.16,16186885.01,9721945.583,21899079.33,15980314.06,-21374190.01,11890361.03,21336908.03,17551177.84,10277712.75,12024003.83,13344764.53,12306760.76,7158123.098,18243557.84,19500431.06,19785085.25,-6740617.159,-1596228.297,27097394.4,24441525.93,19640249.17,23327137.95,3704266.922,20671514.68,10525934.62,16211419.38,17385755.28,21769192.43,14766920.17,12991414.56,13506426.85,21727187.68,11589670.49,10766967.33,21872344.98,9464927.19,11772574.24,10098474.36
-0.13934771,14281549.58,17478881.32,16338306.93,9271961.198,21684780.05,15912038.68,-21409553.74,12170900.42,20991969.47,17533042.98,10203662.48,11807739.06,13172361.94,12026366.93,7499923.27,18121143,19542779.17,19194591.52,-6811248.449,-1580087.159,27032698.67,24676400.31,19637132.31,23348260.72,3566573.848,20587318.26,10658869.53,16076930.4,16965707.57,21506781.59,14487729.83,12676872.44,13155030.92,21257862.86,11887424.88,10669445.08,22077247.12,9549590.507,11563753.63,10180305.03
-0.136791721,14156171.65,17222571.03,16236336.56,9371115.694,21247333.38,15592221.81,-21511833.97,11562510.92,20953717.45,17437119.31,9798060.288,11669618.96,12751259.37,12121157.9,6695191.432,18079311.57,19364119.89,18992559.11,-7183670.073,-1917092.85,26996004.11,24038566.34,19437172,23321347.6,3473060.397,20248638.18,10249359.66,16233412.03,17085719.18,21430893.06,14211999.32,12648121.84,13339105.3,21055053.88,11331802.47,10703010.62,21997348.44,9351110.252,11891490.27,9423964.764
-0.134235732,14150523.67,16972948.3,15860687.07,9302712.652,21586180.95,15512043.51,-21496876.28,11390720.46,20813597.36,17446214.67,9878161.157,11571357.56,12895080.61,11739942.49,7279601.244,18406281.16,18917242.03,19167379.57,-7270739.831,-2367443.589,27138253.08,24261549.41,19698638.96,23536927.42,3148242.5,20362829.72,10319017.14,16050495.53,16936668.76,21526534.55,14330121.99,12650168.2,13279001.41,21657138.14,11453800.32,10751391.74,21547931.05,9427433.999,11001138.53,9888183.564
-0.131679743,14550897.34,17158486.06,15900116.99,9361690.753,21727638.93,15187302.23,-21745745.26,11735540.89,20854279.46,17573010.55,10151925.21,11997855.81,12952648.36,11995869.33,7021075.306,17732620.52,19468711.99,19056512.11,-7708149.192,-1884039.81,26946522.47,24009962.26,19694051.32,23410158.02,3175405.084,20228242.57,10369645.81,15803410.9,17230366.17,21564549.49,14168496.24,12323636.97,13405616.04,21049369.4,11630403.63,10398047.88,21910964.22,9167430.865,11470222.53,9981889.884
-0.129123754,14088635.98,17469971.63,16006629.32,8798057.956,21500392.13,15823344.38,-21666331.31,11429429.31,20663113.46,16832096.28,9575619.638,11638479.23,13053865.63,12255855.43,6978387.785,18155537.23,19086989.84,19256181.57,-7196303.854,-2087905.667,26860143.9,24530008.9,19779851.24,23383402.26,3005735.812,20294358.99,10332178.57,15898650.16,16959131.82,21358000.97,13703282.83,12343581.25,13018813.69,21377358.94,11510055.57,10430214.22,21468476.13,9235200.414,11409940.65,9419479.59
-0.126567765,14240885.41,17093652.26,15855049.88,8939790.004,21711544.53,15700177.66,-21842979.9,11589235.42,20613640.89,17379551.94,10002193.3,11654029.99,13036908.16,11623277.09,6417759.03,17755890.44,19212818.87,19218343.54,-7176096.104,-2225755.632,27045626.13,24205798.79,19547778.29,23546602.99,3126315.768,20177174.8,10229569.81,16289936.66,16577802.62,21456792.71,14167332.77,12645735.95,13161794.3,21625605.84,11457599.83,11175624.81,22137162.77,9297547.495,11222247.26,9466023.097
-0.124011776,14162860.92,17126204.75,16224352.19,9143111.29,21380336.53,15687805.72,-21714488.68,11090990.31,20987909.95,17206871.61,10050292.2,11821133.78,13130326.9,11852158.02,6771330.873,18116774.33,18838989.31,19494754.16,-7268926.307,-2550403.258,27102501.8,24281915.61,19503268.73,23295879.81,2736988.604,20405972.56,10394339.33,16082623.92,17054712.41,21819734.19,13870546.95,12512439.99,12507323.14,21193380.04,11416151.45,10709898.19,21757346.02,9338571.552,10921052.99,9935033.62
-0.121455787,14210054.25,17451297.33,15999713.76,9611748.145,21499710.84,15503016.43,-21909403.79,10844135.48,20960586.21,17225538.33,9737268.166,11412085.95,13713682.39,11897587.14,6808170.018,17844011.36,19452101.23,19428525.3,-7669882.542,-1827461.11,27078037.01,24585981.65,19536567.55,23197391.6,3148962.227,20400956.63,10064809.87,15514480.97,16643616.12,21671290.51,14248155.21,12280606.05,13071618.74,21309726.85,11553240.03,10648811.16,21474503,9283038.291,11382857.99,9722560.187
-0.118899798,14392430.52,17041002.68,16346453.9,9406681.258,21374110.47,15608805.39,-21899406.74,11621321.27,21136955.61,17474556.96,9977801.065,11501985.81,13059600.28,11725207.78,6995541.389,18149752.97,19219541.75,18992088.05,-7314556.226,-2254427.526,27141566.15,24398531.23,19461348.07,23736062.9,2711607.665,20657377.46,10437875.75,16123509.52,16722589.84,21526012,14140066.13,12560589.54,13077331.58,21414018.74,11831738.67,10527083.9,21846069.86,9109617.183,11294467.03,10007025.03
-0.116343809,14391230.19,17047592.76,16036388.97,9114579.808,21261326.48,15823317.56,-21666132.77,11418027.36,20980544.07,17094523.13,9873167.882,11359507.04,13082559.93,12086618.24,6956857.323,18027053.71,19572788.67,19202802.12,-7080620.752,-1979512.893,27131230.97,24487149.1,19713056.53,23434797.8,2727481.2,20219820.29,10425988.54,16150333.18,16624840.49,21609935.42,13862446,12615368.64,13552921.25,21680075.17,11529358.74,10779516.52,22090219.98,9186907.784,11178350.99,9704970.266
-0.11378782,14673069.67,17142059.86,16355229.7,9082015.29,21643049.71,15636329.93,-21680210.63,11512348,20944067.34,17217708.02,9618031.948,11532136.35,13249497.9,12038270.57,6972558.496,17936041.53,19229542.47,19333540.58,-7288244.137,-2234251.985,27245291.34,24635845.05,19684717.96,23560308.96,3655698.648,20886067.27,10356695.91,15926072.26,17074384.6,21881953.09,14057201.58,12218713.04,13207552.08,21281444.75,11673557.56,10765096.1,22239481.65,9185111.181,11055880.7,9587291.974
-0.111231831,14608361.25,17355632.97,16471242.48,9293190.78,21577159.4,16147114.63,-21805401.27,11496532.27,21162888.52,17229122.36,9953827.18,11967090.45,13083369.79,11668860.24,6908150.954,17828136.2,19992880.47,19885707.52,-6851604.632,-2052171.657,27088897.64,24566763.12,19677518.37,24014123.5,2888173.862,20812130.91,10658111.87,16310591.74,16677560.32,21790620.09,14435696.26,12806991.64,13522226.53,21582078.46,11659679.61,11055332.89,22021207.02,9351831.668,11460767.48,10104761.49
-0.108675842,14214182.22,17470068.66,16143093.96,9276625.185,21881566.44,15839627.71,-21354076.18,11531779.4,20853785.63,17202820.4,9578357.716,11864737.37,12823719.46,11804468.71,7089085.888,18226977.48,19772206.2,19456520.08,-7121714.405,-2071722.24,27528950.81,24828094.7,20069114.43,23808455.89,3130865.232,20655936.7,10522725.46,16289526.97,16914104.71,22034307.47,14413229.15,12602600.85,13265085.16,21744977.22,11597639.46,10641804.26,22150269.53,9101175.338,11837737.69,9815890.274
-0.106119853,14615994.61,17545753.01,16160806.1,9574979.766,21982234.64,15585461.27,-22042721.39,11737381.33,21107265.57,17457252.78,10041826.1,11801648.75,13466453.18,11556279.98,6803336.635,18367305.31,19607404.43,19784711.72,-7566589.874,-1893268.832,27345821.5,25123941.86,20037445.66,23835791.27,3166752.139,21076819.45,10807440.32,16212184.34,17168901.42,21863898.9,14519566.99,13052660.12,13437836.35,21673777.6,12100851.99,11061466.62,21802265.65,9306774.529,11438871.58,9816931.015
-0.103563864,14514139.11,17834723.54,16375301.55,9596851.151,21981332.87,16101091.45,-21845767.86,11744536.55,21419217.42,17821107.39,9715064.89,11688832.11,13243697.41,12288330.35,6966964.52,18248028.4,20126955.8,19753118.04,-6939837.671,-2125041.731,27700563.72,24751172.45,19882271.48,24135566.09,3453024.768,21132554.96,10668189.3,16270641.09,16987836.71,21775281.77,14283573.6,12733370.42,13734444.07,21952836.11,11751031.88,11050244.99,22487885.54,9133750.748,11824128.19,9890331.312
-0.101007875,14185347.03,17715773.38,16393771.35,9437127.282,22612593.93,15812112.88,-21422437.41,11769749.68,21360405.7,18037259.19,10292449.51,12235223.83,13052743.34,12384840.43,7182599.302,18355007.74,20225209.91,19974353.33,-6740299.497,-1881274.388,27666331.48,25056623.55,20152951.23,24120567.31,3605552.812,21307462.17,10836567.4,16393423.97,16927867.83,22223536.94,14727745.46,12822627.54,13588929.39,21926448.49,11640986.44,10715453.56,22344163.6,9108092.321,11388362.13,10026714.42
-0.098451886,14618825.81,18088205.55,16360890.56,9296354.933,22339805.83,16011062.27,-21586587.13,11802976.44,21377655.71,17517019.66,10098951.27,12613745.6,13138267.38,12218982.18,7315938.9,18625787.22,20074429.75,19745872.21,-6977168.894,-1942970.207,27961207.92,25195732.1,20176481.45,24029769.69,3486115.448,21090845.88,10848801.34,16543906.78,17271734.12,22259740.56,14682325.9,12554664.35,13775594.35,22071955.08,11809155.99,10868433.97,22660148.14,9532806.797,11550530.92,10217129.9
-0.095895897,14736462.93,18034982.64,16777794.44,9523365.097,22457173.79,16457708.37,-21886989.19,12079920.52,21541060.53,17941312.41,10221575.38,12629946.57,13536648.96,12419591.77,7357092.059,18674857.21,20357334.13,20278095.51,-6620599.437,-1926508.611,28124005.41,25080797.32,20304056.55,24025764.02,3716612.279,21415181.38,10593509.35,16557779.88,17479000.5,22857249.52,14341143.77,12350678.92,13936964.18,22335745.18,11971970.37,11112068.1,22943257.67,9101700.031,11495252.99,10112655.79
-0.093339908,14426295.58,17554905.15,16740141.46,9213246.26,22246471.36,16300441.21,-22072987.17,12177951.01,21567053.46,18144481.22,10308097.32,12649908.1,13546964.02,12363171.92,7443472.312,19280779.95,20118702.71,20291954.38,-6652303.652,-1650453.645,27970976.77,25364879.94,20313713.35,24336761,3458252.452,21431546.19,10704234.49,16605485.86,16999191.69,22224743.79,14590578.09,13155800.18,14186088.01,22576988.79,12373535.3,11394778.03,23307833.35,9645504.341,11942318.36,9994494.454
-0.090783919,14838208.98,17864517.87,16703944.88,9834943.474,22953435.99,16269717.9,-21508133.39,11999218.67,21844739.15,17895160.75,10217003.46,12296971.78,13660480.69,12751468.87,7512015.93,19445606.63,20826556.54,19990307.4,-6429414.863,-1962380.192,28101922.94,25675959.6,20771118.74,24003668.58,4025641.153,21728180.39,10821531.31,16745617.34,17317143.66,22682651.12,15120017.93,12872401.68,14268603.82,22254760.94,12401994.84,11211465.21,23258461.21,9360696.958,11677403.67,9976661.305
-0.08822793,14649973.62,18201736.74,17002938.42,9917956.53,22713051.48,16271147.12,-21824567.82,12327427.27,22057157.31,18333048.63,10457005.73,12495143.06,13774724.52,12372487.19,7297511.295,19072274.57,20833565.82,20734240.84,-6572477.664,-1562658.324,28474928.29,25881688.68,20440806.51,24549603.67,3852387.949,22194761.53,10993898.4,16717184.41,17760228.14,22674740.16,15024577.65,13444221.96,13720434.75,22698685.37,12061457.02,11430442.98,23440580.89,9681592.9,11883756.1,10103350.8
-0.085671941,14836445.72,18397223.98,16805778.54,9663602.293,22850854.49,16500305.87,-21605102.33,12287932.98,21961878.54,18447247.74,10157233.14,12196197.94,13765138.27,12840624.67,7552997.302,19123685.42,20918508.37,20616388.2,-6498179.705,-1264718.256,28815876.54,26025064.71,20961719.31,24229075.78,3868709.611,22309337.97,11160480.62,16926071.19,17978579.15,22719689.75,14979420.12,13041027.3,14375709.04,22528553.66,12123809.55,11064955.57,23758862.29,9553884.588,12004975.41,10183489.97
-0.083115952,15199762.14,18220614.01,17048697.52,9809323.249,23023692.35,16287706.67,-21576932.26,12187077.04,21839758.12,18422231.79,10714819.4,13057558.95,13664240.34,12967663.12,7024850.073,19265248.21,20357732.84,20446941.58,-6186091.177,-1828694.079,28788099.18,25990267.96,20903635.79,24327603.16,4277898.7,21939699.18,11269589.89,17143066.15,17728978.26,23191819.47,15142330.97,13615367.57,14309170.19,22998182.04,12134824.83,11670199.28,23650252.58,10134983.04,11713528.2,10233898.64
-0.080559963,14982468.21,18623413.15,17027789.31,9924146.559,22936645.48,16715229.94,-21471480.12,12566362.56,22315827.73,18409170.23,10877423.31,12838768.62,14072972.15,13096440.12,7485264.061,19601408.6,20635801.93,20713396.22,-6411028.523,-1902785.707,28516469.33,26103756.75,20427344.77,24764707.16,4421946.963,22241450.39,11245623.54,17307924,17600271.48,22840017.02,15207948.12,13852064.36,14106469.06,22878419.17,12756044.71,11769652.99,23599779.79,9782399.597,12083669.62,10822309.07
-0.078003974,15169569.62,18675207.54,17025462.47,9990413.316,23428547.96,16745807.01,-21327819.03,12319827.26,22323430.93,18584457.25,10697324.9,12653947.01,13695749.24,13307383.07,7540703.762,19485364.23,20851163.87,20673098.19,-6211251.667,-1625273.351,28807089.18,26357776.96,20846058.19,24962655.71,4300276.286,22168350.74,11411314.36,16967474.5,17871551.88,23231045.25,15242699.19,13834157.47,14308392.79,22715796.67,12663974.1,11844942.31,23168597.18,10292459.55,11947667.63,10653532.21
-0.075447985,15471623.87,18822252.59,17391992.35,9893737.778,23420288.96,16630576.11,-21617196.35,12848850.97,22011797.28,18871343.98,10583973.36,13160317.03,14060813.94,13002528.07,7523893.343,19352656.39,21120503.04,20355971.1,-6362712.664,-1543240.713,28691700.87,26402046.33,21432148.67,24707525.46,3886756.765,21982062.53,11530261.22,17324769.62,17968022.93,23163654.88,15333058.46,13584438.43,14643683.83,22802020.03,12213562.49,11538002.1,23373294.9,9942158.288,12154166.9,10716701.23
-0.072891996,15137199.9,18349009.75,17320867.18,10173674.61,23532252.19,17195951.62,-21547622.4,12700585.82,22758573.59,18674724.11,10531789.71,12651953.51,14092767.02,13197320.51,7643945.977,19400801.63,20774161.26,20751049.93,-6155508.884,-1558981.373,29052042.3,26799250.28,20720712.4,24880455.4,4362776.974,22251685.4,10992125.68,16860288.23,17685106.44,23423225.44,15527293.81,13772132.98,14353346.97,23033753.99,12343052.28,11919993.44,23374764.24,10454129.65,12381380.46,10499881.14
-0.070336007,15360887.29,18775498.28,17367086.98,10228527.38,23578594.64,17062752.27,-21488851.61,13001177.82,22625754.51,18865388.8,10795949.76,13069766.47,14341639.95,13193937.6,7384134.478,19648136.62,20611627.33,20662443.28,-6378885.098,-1463001.149,28813588.3,26586426.24,21439672.79,24938231.21,4307016.57,22349541.18,11609112.51,17070261.83,17934624.45,23110575.38,15254286.58,13767872.58,14330882.04,22729899.39,12549001.03,12024839.61,23567015.8,9940051.593,12433678.61,10670765.09
-0.067780018,15291131.87,19071046.51,17268849.72,10735569.19,23485341.1,16958168.09,-21376265.54,12548884.75,22367594.29,18801253.91,10899759.96,12800047.86,14339293,12804590.69,7558904.251,19385053.44,20948976.89,20917067.3,-6412684.216,-1403772.361,28971752.1,26498111.67,21286193.24,25065073.3,4170008.452,22115560.96,11243928.04,17540535.42,17905435.56,23512296.61,15513774.27,14097463.41,14504892.99,22924050.53,12506798.85,11607205.94,23436583.13,10254546.01,12360788.76,10796927.91
-0.065224028,15157790.68,18335946.32,17393999.8,10368053.03,23383073.74,17286538.4,-21304042.39,12961637.55,22526713.7,18767465.68,10676984.72,12786828.52,14575167.86,13060290.3,7659958.488,19655708.14,21155300.11,21228258.11,-6395345.41,-1625089.239,29432002.67,26703669.34,20996696.78,25338696.99,4142852.936,22478059.44,11653487.38,17476974.45,18099831.43,23178788.82,15780536.72,13822803.02,14347285.4,22950193.75,12621832.25,11701672.23,23778464.22,10282108.94,12343810.98,10911101.43
-0.062668039,15681543.76,18690067.04,17398175.34,10494172.78,23968313.14,17273113.17,-21884184.43,12494411.63,22572695.07,18837899.26,10825535.14,13035949.59,14657968.32,13487662.85,8051819.93,19754678.8,21044642.85,21305096.25,-6607287.823,-1333928.838,29105288.35,26448478.8,21236518.55,25242392.21,4194925.315,22381819.44,11668445.06,17330042.01,17829030.69,23734974.92,15679201.66,13790426.76,14894899.08,23191349.94,12806281.21,11648317.23,23457505.36,10255333.31,12504652.85,11183252.63
-0.06011205,15904272.94,18912051.67,17725361.25,10164106.04,23678234.9,17112001.82,-21620581.31,12752929.06,22722248.28,19096132.05,11143295.9,13453928.76,14601127.14,13172526.12,7552005.99,19627808.55,20998144.26,21169190.46,-6405846.487,-1465615.427,29400276.74,26718034.78,21423679.45,25716370.26,4591729.046,22405023.1,11436321.49,17346283.02,18564140.25,23759994.48,15332979.88,13487220.39,14684305.61,23156832.38,12522281.36,11771050.65,23572969.41,10604219.77,12960574.18,10835381.18
